,,,,,MW 
sc01,y2030,1/25/2030 15:00,Gas,Gas_C22,155
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N23,400
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N24,400
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H25,0
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H26,0
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H27,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C31,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C32,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C33,350
sc01,y2030,1/25/2030 15:00,Gas,Gas_C34,80
sc01,y2030,1/25/2030 15:00,Gas,Gas_C35,80
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C36,0
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C37,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C38,80
sc01,y2030,1/25/2030 15:00,Gas,Gas_C39,80
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C40,0
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C41,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C42,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C43,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C44,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C45,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C46,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C47,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C49,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C50,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C51,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C52,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C53,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C54,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C55,155
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N56,800
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N57,800
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H58,0
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H59,100
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H60,100
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C64,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C65,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C66,350
sc01,y2030,1/25/2030 15:00,Gas,Gas_C67,120
sc01,y2030,1/25/2030 15:00,Gas,Gas_C68,120
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C69,152
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C70,152
sc01,y2030,1/25/2030 15:00,Gas,Gas_C71,120
sc01,y2030,1/25/2030 15:00,Gas,Gas_C72,120
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C73,152
sc01,y2030,1/25/2030 15:00,Anthracite,Ant_C74,152
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C75,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C76,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C77,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C78,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C79,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C80,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C82,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C83,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C84,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C85,0
sc01,y2030,1/25/2030 15:00,Subbituminous,Sub_C86,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C87,155
sc01,y2030,1/25/2030 15:00,Gas,Gas_C88,155
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N89,100
sc01,y2030,1/25/2030 15:00,Nuclear,Nuc_N90,100
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H91,0
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H92,124.9334518
sc01,y2030,1/25/2030 15:00,Hydro,Hyd_H93,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H95,339.2451516
sc01,y2030,1/25/2030 15:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/25/2030 15:00,Gas,Gas_C97,350
sc01,y2030,1/25/2030 15:00,Gas,Gas_C98,350
sc01,y2030,1/25/2030 15:00,Gas,Gas_C99,350
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W100,499.3063125
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W101,268.52877
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W104,268.52877
sc01,y2030,1/25/2030 15:00,Onshore_wind,Ons_W105,537.05754
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S106,83.70708
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S107,251.12124
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S108,250
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S109,83.70708
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S110,150
sc01,y2030,1/25/2030 15:00,Solar_PV,Sol_S111,150
sc01,y2030,1/25/2030 16:00,Gas,Gas_C1,80
sc01,y2030,1/25/2030 16:00,Gas,Gas_C2,80
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C3,0
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C4,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C5,84.57286813
sc01,y2030,1/25/2030 16:00,Gas,Gas_C6,80
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C7,0
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C8,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C9,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C10,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C11,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C12,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C13,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C14,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C16,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C17,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C18,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C19,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C20,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C21,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C22,155
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N23,400
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N24,400
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H25,0
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H26,0
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H27,100
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C31,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C32,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C33,350
sc01,y2030,1/25/2030 16:00,Gas,Gas_C34,85
sc01,y2030,1/25/2030 16:00,Gas,Gas_C35,85
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C36,0
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C37,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C38,85
sc01,y2030,1/25/2030 16:00,Gas,Gas_C39,85
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C40,0
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C41,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C42,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C43,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C44,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C45,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C46,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C47,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C49,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C50,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C51,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C52,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C53,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C54,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C55,155
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N56,800
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N57,800
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H58,0
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H59,100
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H60,100
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H62,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C64,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C65,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C66,350
sc01,y2030,1/25/2030 16:00,Gas,Gas_C67,120
sc01,y2030,1/25/2030 16:00,Gas,Gas_C68,120
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C69,152
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C70,152
sc01,y2030,1/25/2030 16:00,Gas,Gas_C71,120
sc01,y2030,1/25/2030 16:00,Gas,Gas_C72,120
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C73,152
sc01,y2030,1/25/2030 16:00,Anthracite,Ant_C74,152
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C75,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C76,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C77,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C78,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C79,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C80,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C82,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C83,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C84,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C85,0
sc01,y2030,1/25/2030 16:00,Subbituminous,Sub_C86,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C87,155
sc01,y2030,1/25/2030 16:00,Gas,Gas_C88,155
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N89,100
sc01,y2030,1/25/2030 16:00,Nuclear,Nuc_N90,100
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H91,0
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H92,0
sc01,y2030,1/25/2030 16:00,Hydro,Hyd_H93,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H95,339.2451516
sc01,y2030,1/25/2030 16:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/25/2030 16:00,Gas,Gas_C97,350
sc01,y2030,1/25/2030 16:00,Gas,Gas_C98,350
sc01,y2030,1/25/2030 16:00,Gas,Gas_C99,350
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W100,500.2981875
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W101,263.19852
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W104,263.19852
sc01,y2030,1/25/2030 16:00,Onshore_wind,Ons_W105,526.39704
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S106,61.3455
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S107,184.0365
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S108,250
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S109,61.3455
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S110,150
sc01,y2030,1/25/2030 16:00,Solar_PV,Sol_S111,150
sc01,y2030,1/25/2030 17:00,Gas,Gas_C1,75
sc01,y2030,1/25/2030 17:00,Gas,Gas_C2,75
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C3,0
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C4,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C5,79.57286813
sc01,y2030,1/25/2030 17:00,Gas,Gas_C6,75
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C7,0
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C8,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C9,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C10,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C11,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C12,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C13,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C14,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C16,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C17,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C18,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C19,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C20,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C21,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C22,155
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N23,400
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N24,400
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H25,0
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H26,0
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H27,100
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C31,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C32,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C33,350
sc01,y2030,1/25/2030 17:00,Gas,Gas_C34,80
sc01,y2030,1/25/2030 17:00,Gas,Gas_C35,80
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C36,0
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C37,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C38,80
sc01,y2030,1/25/2030 17:00,Gas,Gas_C39,80
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C40,0
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C41,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C42,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C43,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C44,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C45,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C46,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C47,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C49,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C50,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C51,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C52,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C53,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C54,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C55,155
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N56,800
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N57,800
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H58,0
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H59,100
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H60,100
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H62,119.2840569
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C64,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C65,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C66,350
sc01,y2030,1/25/2030 17:00,Gas,Gas_C67,120
sc01,y2030,1/25/2030 17:00,Gas,Gas_C68,120
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C69,152
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C70,152
sc01,y2030,1/25/2030 17:00,Gas,Gas_C71,120
sc01,y2030,1/25/2030 17:00,Gas,Gas_C72,120
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C73,152
sc01,y2030,1/25/2030 17:00,Anthracite,Ant_C74,152
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C75,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C76,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C77,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C78,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C79,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C80,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C82,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C83,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C84,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C85,0
sc01,y2030,1/25/2030 17:00,Subbituminous,Sub_C86,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C87,155
sc01,y2030,1/25/2030 17:00,Gas,Gas_C88,155
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N89,100
sc01,y2030,1/25/2030 17:00,Nuclear,Nuc_N90,100
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H91,0
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H92,0
sc01,y2030,1/25/2030 17:00,Hydro,Hyd_H93,298.7009475
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/25/2030 17:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/25/2030 17:00,Gas,Gas_C97,350
sc01,y2030,1/25/2030 17:00,Gas,Gas_C98,350
sc01,y2030,1/25/2030 17:00,Gas,Gas_C99,350
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W100,507.6495
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W101,263.76891
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W104,263.76891
sc01,y2030,1/25/2030 17:00,Onshore_wind,Ons_W105,527.53782
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S106,23.64714
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S107,70.94142
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S108,250
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S109,23.64714
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S110,70.94142
sc01,y2030,1/25/2030 17:00,Solar_PV,Sol_S111,150
sc01,y2030,1/25/2030 18:00,Gas,Gas_C1,70
sc01,y2030,1/25/2030 18:00,Gas,Gas_C2,70
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C3,0
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C4,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C5,74.57286813
sc01,y2030,1/25/2030 18:00,Gas,Gas_C6,70
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C7,0
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C8,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C9,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C10,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C11,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C12,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C13,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C14,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C16,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C17,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C18,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C19,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C20,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C21,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C22,155
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N23,400
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N24,400
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H25,0
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H26,100
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H27,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C31,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C32,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C33,350
sc01,y2030,1/25/2030 18:00,Gas,Gas_C34,75
sc01,y2030,1/25/2030 18:00,Gas,Gas_C35,75
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C36,0
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C37,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C38,75
sc01,y2030,1/25/2030 18:00,Gas,Gas_C39,75
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C40,0
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C41,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C42,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C43,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C44,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C45,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C46,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C47,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C49,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C50,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C51,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C52,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C53,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C54,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C55,155
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N56,800
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N57,800
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H58,0
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H59,100
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H60,100
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H62,215.5129784
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C64,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C65,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C66,350
sc01,y2030,1/25/2030 18:00,Gas,Gas_C67,120
sc01,y2030,1/25/2030 18:00,Gas,Gas_C68,120
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C69,152
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C70,152
sc01,y2030,1/25/2030 18:00,Gas,Gas_C71,120
sc01,y2030,1/25/2030 18:00,Gas,Gas_C72,120
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C73,152
sc01,y2030,1/25/2030 18:00,Anthracite,Ant_C74,152
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C75,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C76,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C77,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C78,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C79,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C80,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C82,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C83,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C84,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C85,0
sc01,y2030,1/25/2030 18:00,Subbituminous,Sub_C86,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C87,155
sc01,y2030,1/25/2030 18:00,Gas,Gas_C88,155
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N89,100
sc01,y2030,1/25/2030 18:00,Nuclear,Nuc_N90,100
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H91,0
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H92,0
sc01,y2030,1/25/2030 18:00,Hydro,Hyd_H93,298.7009475
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/25/2030 18:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/25/2030 18:00,Gas,Gas_C97,350
sc01,y2030,1/25/2030 18:00,Gas,Gas_C98,350
sc01,y2030,1/25/2030 18:00,Gas,Gas_C99,350
sc01,y2030,1/25/2030 18:00,Onshore_wind,Ons_W100,521.6484375
sc01,y2030,1/25/2030 18:00,Onshore_wind,Ons_W101,277.36221
